,enrollment_id,username,course_id,user,course
4839,13543,EiO5bky9R1Iqlpv4ItUpPBUgGb1eJItE,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user40,Phân tích và thiết kế hướng đối tượng
4875,13637,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user33,Xử lý ảnh
4897,13694,eosk3dY7502Pbg6Dsnx0qWKWUpRTliXK,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user58,Xử lý ảnh
4898,13695,eosk3dY7502Pbg6Dsnx0qWKWUpRTliXK,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user58,Giải tích
4922,13776,PUFh3BsQaDVIJMDvwsFTqkrgAzvjO9ME,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user88,Nhập môn tiếng Nhật
4950,13848,OkJ0lKmMXuQ2MGftQ8Isfw1JciMpapRC,1pvLqtotBsKv7QSOsLicJDQMHx3lui6d,user89,Học máy
4997,13990,futHw5ylJYoore6oNuefdx05Xc1Es6E8,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user31,Tư duy toán học
5027,14077,TAT1t0HA0deInUIqMQU3qN2hNwJUolWn,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user90,Tư duy toán học
5051,14140,Bos3zEEnAcYzPXQktMkJJ0ak5mhGWCAf,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user91,Tư duy toán học
5111,14295,57qzgJAwfROYPxzSOrsA3G5DLHP95ajU,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user92,Tư duy toán học
5119,14314,zeUi2UnQZPPF6bRQXw2s8LZ41ZOdqRAa,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user28,Tư duy toán học
5245,14702,nPRsjektHdbQkeAf1fIK4JbhrESPbPsA,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user87,Kiểm thử và đảm bảo chất lượng phần mềm
5407,15118,Hj4fYYa64lvHLVeQZBqs9EQ1OtgHTvl6,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user25,Kiểm thử và đảm bảo chất lượng phần mềm
5585,15632,syrttArug8Mpzs9L0IHsvBtATawYF9J2,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user44,Kiểm thử và đảm bảo chất lượng phần mềm
5629,15758,DV9cmKY91lk8lKsMUmLIMP1KsHFcyZMK,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user93,Kiểm thử và đảm bảo chất lượng phần mềm
5633,15770,DV9cmKY91lk8lKsMUmLIMP1KsHFcyZMK,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user93,Quản lý dự án phần mềm
5696,15993,X2XXZYuDF6JxTO2GjiNfzkEyj4FQesn5,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user94,Kiểm thử và đảm bảo chất lượng phần mềm
5698,15996,X2XXZYuDF6JxTO2GjiNfzkEyj4FQesn5,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user94,Quản lý dự án phần mềm
5826,16344,EFkTkZftT8UKiQGx6m8Gni8w9ocFq7gc,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user95,Kiểm thử và đảm bảo chất lượng phần mềm
5914,16610,ENgkBIGd3eoNLSkWJaDseXIlE9vWUOUZ,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user77,Quản lý dự án phần mềm
5915,16614,ENgkBIGd3eoNLSkWJaDseXIlE9vWUOUZ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user77,Kiểm thử và đảm bảo chất lượng phần mềm
5963,16759,NqKjMSY6eOZQ1uSyzlPrquJVqzjvSO7O,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user48,Cơ sở kinh doanh
6243,17537,b3FNzt9bW0DYxGtrDwfKBHrmIKO1If8w,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user96,Kiểm thử và đảm bảo chất lượng phần mềm
6387,17993,Hoitr98hXhrf7xDGgACEFamKhiarA3wg,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user11,Kiến trúc phần mềm
6398,18025,u82lBhpDxJIwlZISEntCxj1zgVFdW0vT,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user82,Kiến trúc phần mềm
6653,18734,JfQVgXDVu1NGs9lcRBOD4w6V7BSaZCc2,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user97,Quản trị mạng
6766,19083,c8WJAdYLV71mOx4ZXSglpCNd0dBUR3Om,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user98,Kiến trúc phần mềm
6809,19207,sT9hGAnww95aeGvqwQpJlS3ORhWDT49F,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user23,Kiến trúc phần mềm
6904,19482,s6iksgptFmyh2vfiarKdJkiKnp6RLi3f,1pvLqtotBsKv7QSOsLicJDQMHx3lui6d,user8,Học máy
6955,19607,BCPOhUa2LrfH93ebCE15VbF0VEWEyi7T,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,user22,Lập trình mạng
6959,19617,FcPFK6OTsUF1j3uNGabdzGTvbY8kcO3D,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,user19,Lập trình mạng
6970,19642,kQ63n93d5CTXewyEhcoySFeLgYStuYpO,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,user69,Lập trình mạng
6985,19694,4GJSwwikGuUWXSajcKoSlvfsoiC8eEZq,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,user99,Lập trình mạng
6986,19695,3SP9iNDvUt8m67ZMqC5DpQRe6ekkTpsP,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,user100,Lập trình mạng
7002,19746,teqJGecOr4a6oVYU1O9bgvPkX5ZSKA8N,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,user65,Lập trình mạng
7012,19776,CfeENerIdAGepleePWSt0SV88ctt0Tmw,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,user27,Lập trình mạng
7022,19806,mV6vIHBrgth3lTaajvzuqQeEfK5qY5yY,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,user101,Lập trình mạng
7044,19866,BOBLP6pTmRtpQ8LtVgJyutFMDL3q6xno,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,user64,Lập trình mạng
7241,20450,mFpiELMd2y5tbkdxs4m8pKS7gXHb7bIO,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user84,Quản trị mạng
7291,20567,ykaUPJW4Nc9r2mv4b25QxgdHgIcQ63RQ,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user70,Phát triển ứng dụng Web
7308,20624,hNJz0qbOhrUgajUkzqSdDbybHkuRglfs,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user102,Thiết kế giao diện người dùng
7318,20651,57qzgJAwfROYPxzSOrsA3G5DLHP95ajU,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user92,Thiết kế giao diện người dùng
7322,20661,kQ63n93d5CTXewyEhcoySFeLgYStuYpO,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user69,Thiết kế giao diện người dùng
7345,20719,J8NkUmSvsrLHkKNXPhFg7o0pG3K7Aywh,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user24,Thiết kế giao diện người dùng
7356,20740,IFqWOl32JJm0W3Ap2jxVCpJeXeLJlYDp,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user86,Phát triển ứng dụng Web
7363,20764,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,user33,Chương trình dịch
7393,20831,TzUoSJ3pyMjwCKLIHuVSKLad9h9hLr5U,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,user103,Chương trình dịch
7432,20915,EiO5bky9R1Iqlpv4ItUpPBUgGb1eJItE,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user40,Thiết kế giao diện người dùng
7449,20946,QyLVPf4M60EkZ1E7DsOzioCPS0UDQt1T,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user75,Thiết kế giao diện người dùng
7450,20951,QyLVPf4M60EkZ1E7DsOzioCPS0UDQt1T,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user75,Phát triển ứng dụng Web
7455,20961,TzUoSJ3pyMjwCKLIHuVSKLad9h9hLr5U,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user103,Thiết kế giao diện người dùng
7458,20965,oJ9j9ejTgKixczg3tSE8Sg8DPI7YQpJq,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user18,Phát triển ứng dụng Web
7472,20994,BEEx400Zym1Adj0LXV9O094DcgDYxMgU,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user67,Thiết kế giao diện người dùng
7490,21037,w0ZedS6yzDUKJT3yGrp9CDoxetDDlx17,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user68,Thiết kế giao diện người dùng
7511,21081,a4RYqILKcnu8c617gYSbD0KQIm9DqZnc,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user76,Thiết kế giao diện người dùng
7515,21099,oaoj9be4jW2Hot8wYgYrzLRvB0RU4KYy,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user6,Phát triển ứng dụng Web
7534,21151,wdK5DIKl9qd73hM1uOx3ufcKj0J9AcRr,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user104,Thiết kế giao diện người dùng
7579,21284,bUizg9a7xaQ9xo39EDPwubco3asipi0e,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user105,Thiết kế giao diện người dùng
7624,21407,EiO5bky9R1Iqlpv4ItUpPBUgGb1eJItE,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user40,Phát triển ứng dụng Web
7971,22376,OkJ0lKmMXuQ2MGftQ8Isfw1JciMpapRC,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,user89,Chương trình dịch
8046,22582,i0ksX07HnsV5rQlWqOr1uKEuc7yNU24c,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,user106,Chương trình dịch
8118,22781,6TmTcNQyMYVAXbtK6HsQ96Mn7OGENU3z,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user107,Quản lý dự án phần mềm
8119,22782,6TmTcNQyMYVAXbtK6HsQ96Mn7OGENU3z,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,user107,Trí tuệ nhân tạo
8133,22805,6TmTcNQyMYVAXbtK6HsQ96Mn7OGENU3z,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user107,Nhập môn tiếng Nhật
8161,22884,l5LfU8gApOG72AnBkdAbfOLQLwFH7Zo2,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user66,Phân tích và thiết kế hướng đối tượng
8186,22969,dT92IjRcuruPiAlpqVUTtu3wNL9IIegT,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user108,Nhập môn tiếng Nhật
8193,23000,UInMBEH8f1h2vxXVslRsWyLOTv8ggYq3,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user34,Tư duy toán học
8197,23006,UInMBEH8f1h2vxXVslRsWyLOTv8ggYq3,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user34,Nhập môn tiếng Nhật
8199,23023,dT92IjRcuruPiAlpqVUTtu3wNL9IIegT,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,user108,Toán ứng dụng
8203,23031,UInMBEH8f1h2vxXVslRsWyLOTv8ggYq3,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user34,Phân tích và thiết kế hướng đối tượng
8211,23049,I2ghGumCKIaVsnJOGZA0xyJzTnEm5KtW,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user109,Giải tích
8320,23290,mcSjHTQSOL9z6LfIHOZuth326lgoEoEd,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user110,Thị trường tài chính
8328,23319,61ysO1Pg5Q6bsn73gkzoQt72GbhUHgNd,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user1,Phân tích và thiết kế hướng đối tượng
8334,23340,hjUSUM6roI2mLGkMAqBjE0uxFRBSMYHJ,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user20,Cơ sở kinh doanh
8357,23396,ZFpXjzvya7Y5x9HmUsgToer6v1L16WM2,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user15,Phân tích và thiết kế hướng đối tượng
8365,23419,C6xrhZPOmVH2gCVNP26gSSPka2CcwgB5,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user37,Quản lý dự án phần mềm
8477,23740,oJ9j9ejTgKixczg3tSE8Sg8DPI7YQpJq,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user18,Giải tích
8489,23773,35E85h2ExBPeTd1VmxNX0GKo8krIMsCP,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user111,Giải tích
8517,23827,FBu5R2eGEtl9EDw0VwXtH1t5i2ELpdqI,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user112,Quản lý dự án phần mềm
8523,23840,FBu5R2eGEtl9EDw0VwXtH1t5i2ELpdqI,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user112,Giải tích
8540,23891,FBu5R2eGEtl9EDw0VwXtH1t5i2ELpdqI,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user112,Nhập môn tiếng Nhật
8600,24043,57qzgJAwfROYPxzSOrsA3G5DLHP95ajU,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user92,Phân tích và thiết kế hướng đối tượng
8605,24053,eosk3dY7502Pbg6Dsnx0qWKWUpRTliXK,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user58,Nhập môn tiếng Nhật
8620,24080,H7bZ54NuzkB5Nw5q0ZI1nld9qDoHNngL,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user113,Phân tích và thiết kế hướng đối tượng
8678,24237,bRG3KNKPz8MtEb5G1Duc4i5IiNMa8ZLU,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user35,Quản lý dự án phần mềm
8679,24239,bRG3KNKPz8MtEb5G1Duc4i5IiNMa8ZLU,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user35,Cơ sở kinh doanh
8716,24360,35E85h2ExBPeTd1VmxNX0GKo8krIMsCP,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,user111,Toán ứng dụng
8717,24364,Jd5OP6GIsguRdsq9k3eSYNENmzhPbdGe,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,user114,Trí tuệ nhân tạo
8727,24404,35E85h2ExBPeTd1VmxNX0GKo8krIMsCP,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,user111,Trí tuệ nhân tạo
8792,24602,tBWD1VTj6Jcj3AQ0AXY8eZtUzkjmoiNH,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user115,Giải tích
8801,24620,RCdcltNaQLfcoxT7YKTjQxAYUbCmzzKd,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user116,Thị trường tài chính
8807,24635,zn2X74vvqUQRINz90WjZLsSsFglpYr7o,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user117,Xử lý ảnh
8921,24972,KKySZH8Vhrdd4z2bRf8FAPkHeGpE3JpX,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user118,Cơ sở kinh doanh
8924,24979,KKySZH8Vhrdd4z2bRf8FAPkHeGpE3JpX,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user118,Phân tích và thiết kế hướng đối tượng
8925,24983,KKySZH8Vhrdd4z2bRf8FAPkHeGpE3JpX,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,user118,Tiếng Anh giao tiếp
9456,26330,wdK5DIKl9qd73hM1uOx3ufcKj0J9AcRr,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user104,Xử lý ảnh
9504,26460,oNf6qoW6E6dhoPJKSUjvElFlUKN9drLY,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user13,Giải tích
9505,26461,oNf6qoW6E6dhoPJKSUjvElFlUKN9drLY,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user13,Thị trường tài chính
9608,26736,oNf6qoW6E6dhoPJKSUjvElFlUKN9drLY,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user13,Cơ sở kinh doanh
9677,26931,luNGlNTmJ26UVXohAPNf4yZNgIUDcpxK,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user119,Giải tích
9740,27111,wdK5DIKl9qd73hM1uOx3ufcKj0J9AcRr,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user104,Phân tích và thiết kế hướng đối tượng
9908,27567,CKlck1NtRiTrxKTlx9u8mNsXnR4Cg2LR,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user26,Thiết kế giao diện người dùng
9991,27818,GVRJN4wkoooaXJUVmwnX983A87KsrZPK,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user61,Thiết kế giao diện người dùng
10079,28042,hNJz0qbOhrUgajUkzqSdDbybHkuRglfs,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user102,Phát triển ứng dụng Web
10085,28064,tedGThhHMqVARfBh6zyzyocTKbTJYJpB,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user120,Thiết kế giao diện người dùng
10233,28446,PUFh3BsQaDVIJMDvwsFTqkrgAzvjO9ME,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,user88,Chương trình dịch
10288,28605,UInMBEH8f1h2vxXVslRsWyLOTv8ggYq3,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user34,Phát triển ứng dụng Web
10337,28761,JfQVgXDVu1NGs9lcRBOD4w6V7BSaZCc2,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user97,Thiết kế giao diện người dùng
10348,28791,zn2X74vvqUQRINz90WjZLsSsFglpYr7o,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user117,Phát triển ứng dụng Web
10355,28807,FeSQQc9CIFMTYLlHcSRbUJqf0NNwxJ2K,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user121,Thiết kế giao diện người dùng
10411,28938,HTGHrKrt9bt2no7NEjeTqA36pNapNLke,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user122,Thiết kế giao diện người dùng
10455,29075,4m5GFuE7r7uv3mC9zYjUgCEig5epKquJ,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user123,Thiết kế giao diện người dùng
10461,29084,5vUuq5ZeDCNce4LmvH0naoUjpb3qbNOp,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user53,Thiết kế giao diện người dùng
10479,29130,4m5GFuE7r7uv3mC9zYjUgCEig5epKquJ,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user123,Phát triển ứng dụng Web
10490,29167,3SP9iNDvUt8m67ZMqC5DpQRe6ekkTpsP,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,user100,Chương trình dịch
10502,29198,dT92IjRcuruPiAlpqVUTtu3wNL9IIegT,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,user108,Chương trình dịch
10749,29905,J1iCM60eAwVKTPRoP9hdyFlEQf6db3YF,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user124,Quản trị mạng
10759,29937,kNdT4Mob6J1VkdvqbhmS4aPzbDLqNeYP,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user125,Quản trị mạng
10827,30153,IFqWOl32JJm0W3Ap2jxVCpJeXeLJlYDp,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user86,Quản trị mạng
10888,30325,3IgwuZBiVdgdYRQ9ySaEvpMizbjCJFS0,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user12,Quản trị mạng
10936,30471,w0ZedS6yzDUKJT3yGrp9CDoxetDDlx17,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user68,Kiến trúc phần mềm
10947,30508,3IgwuZBiVdgdYRQ9ySaEvpMizbjCJFS0,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user12,Kiến trúc phần mềm
10979,30599,CKlck1NtRiTrxKTlx9u8mNsXnR4Cg2LR,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user26,Kiến trúc phần mềm
10996,30650,XDPvGyFLLEYwbNEQik2MM4yiADs5rrYJ,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user55,Quản trị mạng
11101,30959,hjUSUM6roI2mLGkMAqBjE0uxFRBSMYHJ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user20,Giải tích
11137,31062,CfeENerIdAGepleePWSt0SV88ctt0Tmw,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user27,Nhập môn tiếng Nhật
11477,32007,Fk4hjEUqgyLHxBlk1cbfR9hWyVsJsJLo,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user126,Cơ sở kinh doanh
11568,32266,JfQVgXDVu1NGs9lcRBOD4w6V7BSaZCc2,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user97,Giải tích
11606,32371,qKc8EuUOlEzXysFMoXghKaieW3HIaePV,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user127,Cơ sở kinh doanh
11677,32554,xbYSqp0T7Uu69VoCNyfTCvQcS3HV3UeU,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user128,Phân tích và thiết kế hướng đối tượng
11699,32610,SSpeewBDHUNKkvUJM5ASinNHvMXIOEwr,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user129,Xử lý ảnh
11702,32618,SSpeewBDHUNKkvUJM5ASinNHvMXIOEwr,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,user129,Tiếng Anh giao tiếp
11709,32628,qKc8EuUOlEzXysFMoXghKaieW3HIaePV,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user127,Quản lý dự án phần mềm
11721,32661,qKc8EuUOlEzXysFMoXghKaieW3HIaePV,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user127,Giải tích
11727,32679,Jd5OP6GIsguRdsq9k3eSYNENmzhPbdGe,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user114,Phân tích và thiết kế hướng đối tượng
11748,32722,Jd5OP6GIsguRdsq9k3eSYNENmzhPbdGe,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user114,Nhập môn tiếng Nhật
11779,32804,MF5edVvM6lCZDxnMdHelos9TUh3KERjn,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user130,Phân tích và thiết kế hướng đối tượng
11782,32814,MF5edVvM6lCZDxnMdHelos9TUh3KERjn,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user130,Kiểm thử và đảm bảo chất lượng phần mềm
11818,32916,JfQVgXDVu1NGs9lcRBOD4w6V7BSaZCc2,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user97,Cơ sở kinh doanh
12001,33423,w0ZedS6yzDUKJT3yGrp9CDoxetDDlx17,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user68,Cơ sở kinh doanh
12002,33431,viuKt4GgrX0rYL5EpHoxJbsiC9TblSuk,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user9,Nhập môn tiếng Nhật
12023,33490,KKySZH8Vhrdd4z2bRf8FAPkHeGpE3JpX,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user118,Giải tích
12024,33494,KKySZH8Vhrdd4z2bRf8FAPkHeGpE3JpX,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user118,Nhập môn tiếng Nhật
12058,33596,bgBEVIT7lED5jwl9T1xbuywAm7JQXaqp,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user131,Phân tích và thiết kế hướng đối tượng
12066,33624,HbDaABEakQmE8DQEoFoIphu2SH13rFRy,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user17,Kiểm thử và đảm bảo chất lượng phần mềm
12112,33759,BCPOhUa2LrfH93ebCE15VbF0VEWEyi7T,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user22,Kiến trúc phần mềm
12119,33779,nV86nhQ7hJG7k83qAXvGwRzPT357EJhH,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user132,Kiến trúc phần mềm
12219,34069,8fvsCrC8dcOje6DxrGntnTxmufYXJCrq,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user56,Kiến trúc phần mềm
12259,34173,BE4JaFadHavW9r5xCXpj3M456eZAgaG6,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user133,Kiến trúc phần mềm
12260,34182,g3902agYIRHzac78MKVZlvljLMXXNpQ7,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user71,Quản trị mạng
12321,34321,g3902agYIRHzac78MKVZlvljLMXXNpQ7,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user71,Kiến trúc phần mềm
12385,34497,hjUSUM6roI2mLGkMAqBjE0uxFRBSMYHJ,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,user20,Kiến trúc phần mềm
12511,34839,NqKjMSY6eOZQ1uSyzlPrquJVqzjvSO7O,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user48,Kiểm thử và đảm bảo chất lượng phần mềm
12555,34979,vZzTgGwK0cR24BSm1xzdfANP52hj4iMk,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user134,Kiểm thử và đảm bảo chất lượng phần mềm
12642,35199,vzQWE9ulRkQ7hUrO1Cw0UEGI4ALwL8Jg,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,user135,Kiểm thử và đảm bảo chất lượng phần mềm
12673,35275,mcSjHTQSOL9z6LfIHOZuth326lgoEoEd,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user110,Quản trị mạng
12676,35280,oNf6qoW6E6dhoPJKSUjvElFlUKN9drLY,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user13,Quản trị mạng
12693,35320,BCPOhUa2LrfH93ebCE15VbF0VEWEyi7T,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user22,Quản trị mạng
12718,35384,BE4JaFadHavW9r5xCXpj3M456eZAgaG6,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user133,Quản trị mạng
12719,35386,8fvsCrC8dcOje6DxrGntnTxmufYXJCrq,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,user56,Quản trị mạng
12982,36115,erkNYBqLpKRElyeL8GeAgO43CMazg6Rt,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user136,Tư duy toán học
13039,36265,ilWzYGLWBh9DSc1MV8g2C4Go5wDNgUHX,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user73,Tư duy toán học
13041,36269,j1APsmZGLFH2gSdJ48obb2yQGO5jtDpT,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user137,Tư duy toán học
13046,36280,Fk4hjEUqgyLHxBlk1cbfR9hWyVsJsJLo,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user126,Tư duy toán học
